departamento,campania_inicio,z_rinde,es_anomala,confianza_anomalia
Arrecifes,1981,,False,False
Arrecifes,1982,,False,False
Arrecifes,1983,,False,False
Arrecifes,1984,0.37100312108080996,False,False
Arrecifes,1985,0.4645859542613371,False,False
Arrecifes,1986,0.2688101848249146,False,False
Arrecifes,1987,0.2621660204895815,False,False
Arrecifes,1988,-1.9050116859422395,True,True
Arrecifes,1989,5.683271192517848,False,False
Arrecifes,1990,0.6528866892661706,False,False
Arrecifes,1991,0.4413979520258939,False,False
Arrecifes,1992,-0.7980498363481483,False,False
Arrecifes,1993,-1.8531167054934181,True,False
Arrecifes,1994,-0.4790197840361274,False,False
Arrecifes,1995,0.25565060659112104,False,False
Arrecifes,1996,-2.095640817592307,True,False
Arrecifes,1997,3.430298939458042,False,False
Arrecifes,1998,1.528324761560552,False,False
Arrecifes,1999,-1.2069595725491853,False,False
Arrecifes,2000,1.1086898550608708,False,False
Arrecifes,2001,0.5275918459339259,False,False
Arrecifes,2002,1.2185717962709999,False,False
Arrecifes,2003,0.5881927481269633,False,False
Arrecifes,2004,0.8368531335147071,False,False
Arrecifes,2005,2.2204205603754326,False,False
Arrecifes,2006,0.3745549411258245,False,False
Arrecifes,2007,-1.3331756144198623,False,False
Arrecifes,2008,-10.022504802187246,True,False
Arrecifes,2009,0.7375289830794505,False,False
Arrecifes,2010,0.45648176681105807,False,False
Arrecifes,2011,-0.013113292761848546,False,False
Arrecifes,2012,0.5295531749182742,False,False
Arrecifes,2013,0.6875477384243622,False,False
Arrecifes,2014,2.5096835989197923,False,False
Arrecifes,2015,0.5330711945931053,False,False
Arrecifes,2016,0.6171348195456461,False,False
Arrecifes,2017,-4.522565343992552,True,True
Arrecifes,2018,0.7093134552849653,False,False
Arrecifes,2019,-0.5240095502820079,False,False
Arrecifes,2020,-1.1488650463192072,False,False
Arrecifes,2021,-0.5688153043223179,False,False
Arrecifes,2022,-2.4837430022847995,True,True
Arrecifes,2023,0.7447579402039685,False,False
Arrecifes,2024,0.43615591899922046,False,False
Baradero,1981,,False,False
Baradero,1982,,False,False
Baradero,1983,,False,False
Baradero,1984,-0.1780080293901102,False,False
Baradero,1985,1.1443700583019014,False,False
Baradero,1986,-0.06431039538364548,False,False
Baradero,1987,-0.28842237929635,False,False
Baradero,1988,0.3749531442486893,False,False
Baradero,1989,2.598589643616,False,False
Baradero,1990,1.8984269292982223,False,False
Baradero,1991,0.9114136726533122,False,False
Baradero,1992,0.3317336909831461,False,False
Baradero,1993,-4.741320693403748,True,False
Baradero,1994,-0.8142159252446747,False,False
Baradero,1995,-0.4201042628101274,False,False
Baradero,1996,-4.094526725093794,True,False
Baradero,1997,1.1181469169678189,False,False
Baradero,1998,1.5285333929221783,False,False
Baradero,1999,-0.7441867132734749,False,False
Baradero,2000,1.23976584192196,False,False
Baradero,2001,0.5901135318823845,False,False
Baradero,2002,1.2897179614569145,False,False
Baradero,2003,0.41640013643420687,False,False
Baradero,2004,0.32910739477837775,False,False
Baradero,2005,0.9215006233909874,False,False
Baradero,2006,0.963969361799321,False,False
Baradero,2007,-0.8905928722186888,False,False
Baradero,2008,-10.45726080723551,True,False
Baradero,2009,1.0191215680375219,False,False
Baradero,2010,0.43953699186558015,False,False
Baradero,2011,-0.007152018645462314,False,False
Baradero,2012,0.3703672144246254,False,False
Baradero,2013,0.8858558853997097,False,False
Baradero,2014,4.664010926419266,False,False
Baradero,2015,0.4859197340637225,False,False
Baradero,2016,0.24636187737225512,False,False
Baradero,2017,-2.4850496138933185,True,True
Baradero,2018,0.09437053112372752,False,False
Baradero,2019,0.29174586357568827,False,False
Baradero,2020,-1.5800610223271134,True,True
Baradero,2021,-0.7665897508580778,False,False
Baradero,2022,-2.3919313235157076,True,True
Baradero,2023,0.64376282805402,False,False
Baradero,2024,-0.02319802739877181,False,False
Belgrano,1981,,False,False
Belgrano,1982,,False,False
Belgrano,1983,,False,False
Belgrano,1984,0.12699975592390325,False,False
Belgrano,1985,0.36009003673836293,False,False
Belgrano,1986,-0.2749090358274287,False,False
Belgrano,1987,0.5748565836749805,False,False
Belgrano,1988,-3.2840897063321126,True,True
Belgrano,1989,0.34612474426488954,False,False
Belgrano,1990,1.4203482292653522,False,False
Belgrano,1991,0.713824195357063,False,False
Belgrano,1992,0.9555543086034739,False,False
Belgrano,1993,1.0843815181441203,False,False
Belgrano,1994,0.9555672805141621,False,False
Belgrano,1995,1.0087430250602112,False,False
Belgrano,1996,-9.437547271875335,True,False
Belgrano,1997,1.2701598217648582,False,False
Belgrano,1998,0.18216325707738748,False,False
Belgrano,1999,0.14923497239769404,False,False
Belgrano,2000,0.8574245891109804,False,False
Belgrano,2001,0.26972315174341766,False,False
Belgrano,2002,2.671456887884783,False,False
Belgrano,2003,-1.1795226532989254,False,False
Belgrano,2004,1.5009713560558609,False,False
Belgrano,2005,0.4988791291534998,False,False
Belgrano,2006,0.802776577377198,False,False
Belgrano,2007,0.5625331254421451,False,False
Belgrano,2008,-1.1219179675359467,False,False
Belgrano,2009,1.432406085095647,False,False
Belgrano,2010,-0.14564004499490948,False,False
Belgrano,2011,0.21161432727379462,False,False
Belgrano,2012,0.7528396082223271,False,False
Belgrano,2013,0.27954450463772396,False,False
Belgrano,2014,3.8712613077020164,False,False
Belgrano,2015,-2.7124731955947934,True,False
Belgrano,2016,0.8576343350363396,False,False
Belgrano,2017,-1.4207560724886865,False,False
Belgrano,2018,1.4916357851111761,False,False
Belgrano,2019,-0.053235125264280994,False,False
Belgrano,2020,-0.2093655751001853,False,False
Belgrano,2021,-0.2019313543442882,False,False
Belgrano,2022,-3.0112388787802145,True,True
Belgrano,2023,0.7771950630121828,False,False
Belgrano,2024,1.0827707043430375,False,False
Capitan Sarmiento,1981,,False,False
Capitan Sarmiento,1982,,False,False
Capitan Sarmiento,1983,,False,False
Capitan Sarmiento,1984,0.44767379336037055,False,False
Capitan Sarmiento,1985,1.0878409135744642,False,False
Capitan Sarmiento,1987,0.009233193692414515,False,False
Capitan Sarmiento,1988,-0.11673506977232669,False,False
Capitan Sarmiento,1989,0.25671959201366873,False,False
Capitan Sarmiento,1990,0.5269274282652949,False,False
Capitan Sarmiento,1991,0.43966973843976026,False,False
Capitan Sarmiento,1992,-5.691811307959074,True,False
Capitan Sarmiento,1993,-0.772759616912276,False,False
Capitan Sarmiento,1994,0.05846432972718,False,False
Capitan Sarmiento,1995,0.3764153558815256,False,False
Capitan Sarmiento,1996,-1.737143668842412,True,False
Capitan Sarmiento,1997,2.2331030393060165,False,False
Capitan Sarmiento,1998,1.7019925787486607,False,False
Capitan Sarmiento,1999,-0.8530909917273402,False,False
Capitan Sarmiento,2000,1.2638271859562462,False,False
Capitan Sarmiento,2001,0.3811386916745324,False,False
Capitan Sarmiento,2002,1.166845382468958,False,False
Capitan Sarmiento,2003,0.6911313725946298,False,False
Capitan Sarmiento,2004,1.0359302915109905,False,False
Capitan Sarmiento,2005,1.4219038085880342,False,False
Capitan Sarmiento,2006,0.8566713483162051,False,False
Capitan Sarmiento,2007,-1.7868766020980205,True,False
Capitan Sarmiento,2008,-8.684420362127296,True,False
Capitan Sarmiento,2009,1.0484464205340693,False,False
Capitan Sarmiento,2010,0.7523774929053368,False,False
Capitan Sarmiento,2011,-0.08668883866296553,False,False
Capitan Sarmiento,2012,0.472397211882319,False,False
Capitan Sarmiento,2013,0.5939155390681125,False,False
Capitan Sarmiento,2014,2.1973272492286773,False,False
Capitan Sarmiento,2015,0.37211500181661294,False,False
Capitan Sarmiento,2016,0.5736803009853746,False,False
Capitan Sarmiento,2017,-3.950509097122698,True,True
Capitan Sarmiento,2018,0.5641126617257318,False,False
Capitan Sarmiento,2019,-0.4176922393927183,False,False
Capitan Sarmiento,2020,-1.4619949139570447,False,False
Capitan Sarmiento,2021,-0.6131980116611913,False,False
Capitan Sarmiento,2022,-2.8596835555884144,True,True
Capitan Sarmiento,2023,0.7792268993890127,False,False
Capitan Sarmiento,2024,0.1917547820407666,False,False
Carmen De Areco,1981,,False,False
Carmen De Areco,1982,,False,False
Carmen De Areco,1983,,False,False
Carmen De Areco,1984,-1.0544433810722116,False,False
Carmen De Areco,1985,1.1943397337302835,False,False
Carmen De Areco,1986,-0.05423857758494106,False,False
Carmen De Areco,1987,-1.2064075142444202,False,False
Carmen De Areco,1988,-0.2638181177583456,False,False
Carmen De Areco,1989,-0.08122540160949954,False,False
Carmen De Areco,1990,-0.6116514126389749,False,False
Carmen De Areco,1991,-1.7281023504223674,True,False
Carmen De Areco,1992,-0.6144946967169366,False,False
Carmen De Areco,1993,1.6606423134899202,False,False
