departamento,campania_inicio,z_rinde,es_anomala,confianza_anomalia
12 De Octubre,1981,,False,False
12 De Octubre,1982,,False,False
12 De Octubre,1983,,False,False
12 De Octubre,1984,4.8589449625258885,False,False
12 De Octubre,1985,-1.4736199349086285,False,False
12 De Octubre,1986,1.4244444864211667,False,False
12 De Octubre,1987,1.7957068658171587,False,False
12 De Octubre,1988,0.44574104779735557,False,False
12 De Octubre,1989,-1.2316045291156097,False,False
12 De Octubre,1990,-0.506961864966498,False,False
12 De Octubre,1991,2.07515618761464,False,False
12 De Octubre,1992,1.685953725149954,False,False
12 De Octubre,1993,0.2359838326195112,False,False
12 De Octubre,1994,-0.9174791791313285,False,False
12 De Octubre,1995,0.4172012718518976,False,False
12 De Octubre,1996,-0.053680476276047974,False,False
12 De Octubre,1997,3.5403815673334873,False,False
12 De Octubre,1998,0.03934934830736117,False,False
12 De Octubre,1999,1.102119418023174,False,False
12 De Octubre,2000,-1.5999992820056097,True,False
12 De Octubre,2001,0.4139295878844107,False,False
12 De Octubre,2002,-0.15277020592535867,False,False
12 De Octubre,2003,-0.521169873587565,False,False
12 De Octubre,2004,-0.3202563076101742,False,False
12 De Octubre,2005,0.5751536210124326,False,False
12 De Octubre,2006,-0.07207499701564465,False,False
12 De Octubre,2007,3.6331804249169832,False,False
12 De Octubre,2008,-4.3910478035439455,True,False
12 De Octubre,2009,1.2751534261266766,False,False
12 De Octubre,2010,1.6028383566492326,False,False
12 De Octubre,2011,-0.06219197790568602,False,False
12 De Octubre,2012,-0.7309140125576233,False,False
12 De Octubre,2013,3.418714798363969,False,False
12 De Octubre,2014,0.2375509994643001,False,False
12 De Octubre,2015,0.7850399572035567,False,False
12 De Octubre,2016,0.9856542207481084,False,False
12 De Octubre,2017,0.25946909745824037,False,False
12 De Octubre,2018,-0.08905395660560379,False,False
12 De Octubre,2019,0.7303372063562007,False,False
12 De Octubre,2020,-2.420246798851525,True,False
12 De Octubre,2021,-1.6410324901855928,True,False
12 De Octubre,2022,-4.896840704194597,True,False
12 De Octubre,2023,-3.210662910704977,True,False
12 De Octubre,2024,-1.5968468072621662,True,False
1° De Mayo,1981,,False,False
1° De Mayo,1982,,False,False
1° De Mayo,1983,,False,False
1° De Mayo,1984,4.986769368322331,False,False
1° De Mayo,1985,0.4384271577176052,False,False
1° De Mayo,1986,1.2414428718560584,False,False
1° De Mayo,1987,3.3435489942537377,False,False
1° De Mayo,1988,-0.8277799406383975,False,False
1° De Mayo,1989,-0.4485550225250617,False,False
1° De Mayo,1993,1.702513061517497,False,False
1° De Mayo,1994,1.059306918480656,False,False
1° De Mayo,1995,0.45515761971141605,False,False
1° De Mayo,1996,1.3695916362186211,False,False
1° De Mayo,1997,5.333333333333333,False,False
1° De Mayo,1998,-0.02991412017977052,False,False
1° De Mayo,1999,1.2698307068191472,False,False
1° De Mayo,2000,-0.8977026350436768,False,False
1° De Mayo,2001,0.6911239904699881,False,False
1° De Mayo,2002,0.2821469113899346,False,False
1° De Mayo,2003,2.001031093096774,False,False
1° De Mayo,2004,-0.5692043018536236,False,False
1° De Mayo,2005,-0.470605122418425,False,False
1° De Mayo,2006,-0.059355959528746546,False,False
1° De Mayo,2007,-0.017616885532001917,False,False
1° De Mayo,2008,-2.744039646437031,True,False
1° De Mayo,2009,0.21053524251113545,False,False
1° De Mayo,2010,0.3682004335304697,False,False
1° De Mayo,2011,0.4974762069859833,False,False
1° De Mayo,2012,-1.1787401740409513,False,False
1° De Mayo,2013,0.8900710815873654,False,False
2 De Abril,1995,,False,False
2 De Abril,1996,,False,False
2 De Abril,1997,,False,False
2 De Abril,1998,-0.549229695596842,False,False
2 De Abril,1999,0.868802931181466,False,False
2 De Abril,2000,-1.5382863866165077,True,False
2 De Abril,2001,0.9419936823289118,False,False
2 De Abril,2002,0.16184472031339706,False,False
2 De Abril,2003,2.3780354928555054,False,False
2 De Abril,2004,-0.6906092775424862,False,False
2 De Abril,2005,0.000255144758358324,False,False
2 De Abril,2006,-0.17794490535195392,False,False
2 De Abril,2007,0.07190847162298679,False,False
2 De Abril,2008,-2.5365098004089273,True,False
2 De Abril,2009,1.850840283789382,False,False
2 De Abril,2010,1.7329708508583783,False,False
2 De Abril,2011,-0.4640227432536974,False,False
2 De Abril,2012,-1.0272548910147397,False,False
2 De Abril,2013,3.6935238332714135,False,False
2 De Abril,2014,0.24289093638160278,False,False
2 De Abril,2015,0.7358628201590034,False,False
2 De Abril,2016,1.4259085860976257,False,False
2 De Abril,2017,0.020436180915985293,False,False
2 De Abril,2018,-0.32486529405799514,False,False
2 De Abril,2019,0.6681083999477313,False,False
2 De Abril,2020,-0.8362690209073668,False,False
2 De Abril,2021,-0.7492578970940765,False,False
2 De Abril,2022,-4.870401319987223,True,False
2 De Abril,2023,-3.3129333360553255,True,False
2 De Abril,2024,-1.4790508713991346,False,False
25 De Mayo,1981,,False,False
25 De Mayo,1981,,False,False
25 De Mayo,1981,,False,False
25 De Mayo,1981,-inf,True,False
25 De Mayo,1981,-1.5,False,False
25 De Mayo,1981,-1.0954451150103326,False,False
25 De Mayo,1981,-1.391455202132455,False,False
25 De Mayo,1981,-0.9559140137342828,False,False
25 De Mayo,1981,-1.095445115010333,False,False
25 De Mayo,1982,6.7917597130640655,False,False
25 De Mayo,1982,1.7353649412774448,False,False
25 De Mayo,1982,1.0954451150103324,False,False
25 De Mayo,1982,-0.8529835575386742,False,False
25 De Mayo,1982,-0.9615471249789332,False,False
25 De Mayo,1982,-1.0954451150103321,False,False
25 De Mayo,1982,-1.0587988769898613,False,False
25 De Mayo,1982,-0.7259536508198143,False,False
25 De Mayo,1982,-1.0954451150103337,False,False
25 De Mayo,1983,10.224154406763114,False,False
25 De Mayo,1983,1.7640194743489521,False,False
25 De Mayo,1983,1.0954451150103321,False,False
25 De Mayo,1983,-0.7641067777541206,False,False
25 De Mayo,1983,-0.905756452452199,False,False
25 De Mayo,1983,-1.0954451150103324,False,False
25 De Mayo,1983,-0.9252628422410046,False,False
25 De Mayo,1983,-0.6185160349017128,False,False
25 De Mayo,1983,-1.095445115010334,False,False
25 De Mayo,1984,25.155009434799467,False,False
25 De Mayo,1984,1.784547428225137,False,False
25 De Mayo,1984,1.0954451150103321,False,False
25 De Mayo,1984,-0.6927560858822065,False,False
25 De Mayo,1984,-0.8582254308335864,False,False
25 De Mayo,1984,-1.0954451150103324,False,False
25 De Mayo,1984,-1.1650305217281407,False,False
25 De Mayo,1984,-0.805262413039165,False,False
25 De Mayo,1984,-1.0954451150103326,False,False
25 De Mayo,1985,6.114030223229974,False,False
25 De Mayo,1985,1.7240550873535576,False,False
25 De Mayo,1985,1.0954451150103324,False,False
25 De Mayo,1985,-1.1417160641695603,False,False
25 De Mayo,1985,-1.1181451982307584,False,False
25 De Mayo,1985,-1.0954451150103321,False,False
25 De Mayo,1985,-0.8075484935259802,False,False
25 De Mayo,1985,-0.5170064139525814,False,False
25 De Mayo,1985,-1.095445115010226,False,False
25 De Mayo,1986,44.262490241155696,False,False
25 De Mayo,1986,1.7874468673069417,False,False
25 De Mayo,1986,1.0954451150103324,False,False
25 De Mayo,1986,-0.5042245694777706,False,False
25 De Mayo,1986,-0.7206489872715074,False,False
25 De Mayo,1986,-1.0954451150103333,False,False
25 De Mayo,1986,-0.787791882076157,False,False
25 De Mayo,1986,-0.4993852338769232,False,False
25 De Mayo,1986,-1.0954451150097422,False,False
25 De Mayo,1987,79.74013686240625,False,False
25 De Mayo,1987,1.7884179625279575,False,False
25 De Mayo,1987,1.0954451150103326,False,False
25 De Mayo,1987,-0.7202926783629586,False,False
25 De Mayo,1987,-0.8768619397110755,False,False
25 De Mayo,1987,-1.0954451150103337,False,False
25 De Mayo,1987,-0.6771770987545919,False,False
25 De Mayo,1987,-0.3979023981505268,False,False
25 De Mayo,1987,1.095445115009904,False,False
25 De Mayo,1988,29.80692633928239,False,False
25 De Mayo,1988,1.7856583371706636,False,False
25 De Mayo,1988,1.0954451150103341,False,False
25 De Mayo,1988,-3.827689035588439,True,False
25 De Mayo,1988,-1.642768835964468,True,False
25 De Mayo,1988,-1.0954451150103317,False,False
25 De Mayo,1988,0.45086554881111446,False,False
25 De Mayo,1988,0.6785615907264841,False,False
25 De Mayo,1988,1.0954451150103293,False,False
25 De Mayo,1989,2.6086157610385183,False,False
25 De Mayo,1989,1.426171762483345,False,False
25 De Mayo,1989,1.095445115010334,False,False
25 De Mayo,1989,-2.245317524048475,True,False
25 De Mayo,1989,-1.4642999950633915,False,False
25 De Mayo,1989,-1.0954451150103328,False,False
25 De Mayo,1989,0.008936649714554091,False,False
25 De Mayo,1989,0.2825783678806842,False,False
25 De Mayo,1989,1.0954451150103277,False,False
25 De Mayo,1990,5.870640999883916,False,False
25 De Mayo,1990,1.705788771668164,False,False
25 De Mayo,1990,1.0954451150103333,False,False
25 De Mayo,1991,0.7997505767464018,False,False
25 De Mayo,1991,0.5100705890469315,False,False
25 De Mayo,1991,1.095445115012103,False,False
25 De Mayo,1991,-31.78960031782666,True,False
25 De Mayo,1991,-1.7861417836888271,True,False
25 De Mayo,1991,-1.095445115010336,False,False
25 De Mayo,1992,0.385039722656032,False,False
25 De Mayo,1992,0.6247726053397544,False,False
25 De Mayo,1992,1.09544511501034,False,False
25 De Mayo,1992,-1.9260829031589157,True,False
25 De Mayo,1992,-1.3944420050500042,False,False
25 De Mayo,1992,-1.0954451150103361,False,False
25 De Mayo,1992,-4.155703607037331,True,False
25 De Mayo,1992,-1.6279923790024116,True,False
25 De Mayo,1992,-1.0954451150103317,False,False
25 De Mayo,1993,2.0083160441856074,False,False
25 De Mayo,1993,1.4142135623730945,False,False
25 De Mayo,1993,1.0954451150103321,False,False
25 De Mayo,1993,-0.28400428907675285,False,False
25 De Mayo,1993,-0.5383496626556363,False,False
25 De Mayo,1993,-1.0954451150103337,False,False
25 De Mayo,1993,-1.0348304853130947,False,False
25 De Mayo,1993,-0.7072976856982217,False,False
25 De Mayo,1993,-1.0954451150103186,False,False
25 De Mayo,1994,15.105934195877667,False,False
25 De Mayo,1994,1.7771535564123673,False,False
25 De Mayo,1994,1.0954451150103324,False,False
25 De Mayo,1994,-0.8849573198949937,False,False
25 De Mayo,1994,-0.9807100854285133,False,False
25 De Mayo,1994,-1.095445115010333,False,False
25 De Mayo,1994,-0.9585144756340411,False,False
25 De Mayo,1994,-0.6460582824697987,False,False
25 De Mayo,1994,-1.0954451150103086,False,False
25 De Mayo,1995,12.962767194288615,False,False
25 De Mayo,1995,1.7731117374956544,False,False
25 De Mayo,1995,1.0954451150103324,False,False
25 De Mayo,1995,-0.6085806194501849,False,False
25 De Mayo,1995,-0.798955675102186,False,False
25 De Mayo,1995,-1.095445115010334,False,False
25 De Mayo,1995,-1.0622498084948688,False,False
25 De Mayo,1995,-0.7286167394050023,False,False
25 De Mayo,1995,-1.0954451150103246,False,False
25 De Mayo,1996,16.61881526563575,False,False
25 De Mayo,1996,1.7791392456904025,False,False
25 De Mayo,1996,1.0954451150103328,False,False
25 De Mayo,1996,-0.9993787188856001,False,False
25 De Mayo,1996,-1.0454782102252156,False,False
25 De Mayo,1996,-1.0954451150103337,False,False
25 De Mayo,1996,-0.3246889991912512,False,False
25 De Mayo,1996,-0.05141278950744768,False,False
25 De Mayo,1996,1.0954451150103375,False,False
25 De Mayo,1997,11.689312248089493,False,False
25 De Mayo,1997,1.767783516075945,False,False
25 De Mayo,1997,1.095445115010333,False,False
25 De Mayo,1997,-0.9867066369827907,False,False
25 De Mayo,1997,-1.038592063538106,False,False
25 De Mayo,1997,-1.0954451150103337,False,False
25 De Mayo,1997,-1.5736310029769047,True,False
25 De Mayo,1997,-1.0596690753014295,False,False
25 De Mayo,1997,-1.0954451150103328,False,False
25 De Mayo,1998,3.383311470584804,False,False
25 De Mayo,1998,1.6105701414852986,False,False
25 De Mayo,1998,1.0954451150103326,False,False
25 De Mayo,1998,-0.7069894004676617,False,False
25 De Mayo,1998,-0.8679045229920693,False,False
25 De Mayo,1998,-1.0954451150103335,False,False
25 De Mayo,1998,-0.6044685882376837,False,False
25 De Mayo,1998,-0.3288495182335439,False,False
25 De Mayo,1998,1.0954451150103226,False,False
25 De Mayo,1999,18.95191646687805,False,False
25 De Mayo,1999,1.780895978156837,False,False
25 De Mayo,1999,1.0954451150103335,False,False
