departamento,campania_inicio,z_rinde,es_anomala,confianza_anomalia
12 De Octubre,1982,,False,False
12 De Octubre,1983,,False,False
12 De Octubre,1984,,False,False
12 De Octubre,1985,-1.122526177741917,False,False
12 De Octubre,1986,0.6266487636699609,False,False
12 De Octubre,1987,1.6067882601522896,False,False
12 De Octubre,1988,0.07482743196939425,False,False
12 De Octubre,1989,0.24269485022527337,False,False
12 De Octubre,1990,0.012386975096284973,False,False
12 De Octubre,1991,3.3553811566978196,False,False
12 De Octubre,1992,0.8703662352026634,False,False
12 De Octubre,1993,-1.8680161265185296,True,False
12 De Octubre,1994,-1.7059370902795337,True,False
12 De Octubre,1995,-0.2618825161768665,False,False
12 De Octubre,1996,1.5849761177470059,False,False
12 De Octubre,1997,1.0248444722799905,False,False
12 De Octubre,1998,1.8404763871030692,False,False
12 De Octubre,1999,0.5880451653996911,False,False
12 De Octubre,2000,0.6849511083003936,False,False
12 De Octubre,2001,2.27144966025658,False,False
12 De Octubre,2002,0.6541311741674629,False,False
12 De Octubre,2003,-10.786940723045733,True,False
12 De Octubre,2004,-0.8332720755261849,False,False
12 De Octubre,2005,1.5831400896199224,False,False
12 De Octubre,2006,-0.022938670206032387,False,False
12 De Octubre,2007,0.7939175721487232,False,False
12 De Octubre,2008,-0.7767541068047042,False,False
12 De Octubre,2009,0.6654858931824913,False,False
12 De Octubre,2010,0.3724749546127414,False,False
12 De Octubre,2011,-2.542068125269595,True,False
12 De Octubre,2012,-0.6279399240569019,False,False
12 De Octubre,2013,1.1067155560543287,False,False
12 De Octubre,2014,0.7425170511154345,False,False
12 De Octubre,2015,0.16553844168360832,False,False
12 De Octubre,2016,2.0674549322908113,False,False
12 De Octubre,2017,-0.12171612389003691,False,False
12 De Octubre,2018,0.24557624540596817,False,False
12 De Octubre,2019,1.5412845507523132,False,False
12 De Octubre,2020,-0.8117306306273857,False,False
12 De Octubre,2021,0.27747513714909844,False,False
12 De Octubre,2022,-1.3543273790682377,False,False
12 De Octubre,2023,-2.5197918902353393,True,False
12 De Octubre,2024,-1.5745880571481765,True,False
2 De Abril,1995,,False,False
2 De Abril,1996,,False,False
2 De Abril,1997,,False,False
2 De Abril,1998,1.630837282057848,False,False
2 De Abril,1999,-0.15011645514587843,False,False
2 De Abril,2000,0.9144602731059337,False,False
2 De Abril,2001,1.1098485582474822,False,False
2 De Abril,2002,0.883969113237329,False,False
2 De Abril,2003,-4.554252883514054,True,False
2 De Abril,2004,-1.218985750204519,False,False
2 De Abril,2005,1.6897147124622305,False,False
2 De Abril,2006,-0.30130325514938505,False,False
2 De Abril,2007,0.9759694932268939,False,False
2 De Abril,2008,-1.9315120902956688,True,False
2 De Abril,2009,0.6485469940661497,False,False
2 De Abril,2010,0.5192648359650384,False,False
2 De Abril,2011,-1.65589479629868,True,False
2 De Abril,2012,-0.6251053128372899,False,False
2 De Abril,2013,1.1793127549891427,False,False
2 De Abril,2014,0.5239995536403037,False,False
2 De Abril,2015,0.4190771353419741,False,False
2 De Abril,2016,1.808350619800024,False,False
2 De Abril,2017,-0.27708708231318563,False,False
2 De Abril,2018,1.0364984871788525,False,False
2 De Abril,2019,1.061165150134625,False,False
2 De Abril,2020,-1.1090680199900602,False,False
2 De Abril,2021,1.0113003584193236,False,False
2 De Abril,2022,-1.458083354793988,False,False
2 De Abril,2023,-2.204250165860457,True,False
2 De Abril,2024,-1.5116607949443557,True,False
25 De Mayo,1981,,False,False
25 De Mayo,1981,,False,False
25 De Mayo,1981,,False,False
25 De Mayo,1981,-inf,True,False
25 De Mayo,1981,-1.5,False,False
25 De Mayo,1981,-1.0954451150103324,False,False
25 De Mayo,1982,-0.2862661450375433,False,False
25 De Mayo,1982,-0.012552533038675744,False,False
25 De Mayo,1982,1.0954451150103326,False,False
25 De Mayo,1982,-0.9123477939723116,False,False
25 De Mayo,1982,-0.9967514442950697,False,False
25 De Mayo,1982,-1.0954451150103326,False,False
25 De Mayo,1983,2.078089618390089,False,False
25 De Mayo,1983,1.4299726554737093,False,False
25 De Mayo,1983,1.0954451150103324,False,False
25 De Mayo,1983,1.089397108854306,False,False
25 De Mayo,1983,0.74936391486751,False,False
25 De Mayo,1983,1.0954451150103384,False,False
25 De Mayo,1984,-2.6905669491481996,True,False
25 De Mayo,1984,-1.536414407548696,True,False
25 De Mayo,1984,-1.0954451150103335,False,False
25 De Mayo,1984,-4.833087436262822,True,False
25 De Mayo,1984,-1.667870481518161,True,False
25 De Mayo,1984,-1.0954451150103328,False,False
25 De Mayo,1985,2.4647515087732486,False,False
25 De Mayo,1985,1.5029382986043591,False,False
25 De Mayo,1985,1.0954451150103324,False,False
25 De Mayo,1985,-1.1971650185470062,False,False
